Restaurant ID,Restaurant Name,Segment,Email,Phone,Website,Day 0 Subject,Day 0 Body,Day 3 Subject,Day 3 Body,Day 7 Subject,Day 7 Body
cmh5jye94001znyp62qhsuby2,"Domino's Pizza","Family-Friendly Upsell",,(281) 533-4080,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps_menutest,"🎉 Your Domino's Pizza Kids Deal is LIVE on eKaty!","Hi Domino's Pizza team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Domino's Pizza - Quick question","Hi Domino's Pizza team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""Pizza"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Domino's Pizza - Your spot is about to be taken","Hi Domino's Pizza team,

**This is my last email.**

I've reached out a couple times about getting Domino's Pizza featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/domino-s-pizza?claim=true"
cmh5jye9f0021nyp66uc54e20,"Papa Johns Pizza","Family-Friendly Upsell",,(281) 346-4101,https://locations.papajohns.com/united-states/tx/77441/fulshear/8525-fm-359?utm_source=yext-listings&utm_medium=referral&y_source=1_MTA4ODE2NTc2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"🎉 Your Papa Johns Pizza Kids Deal is LIVE on eKaty!","Hi Papa Johns Pizza team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Papa Johns Pizza - Quick question","Hi Papa Johns Pizza team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""Pizza"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Papa Johns Pizza - Your spot is about to be taken","Hi Papa Johns Pizza team,

**This is my last email.**

I've reached out a couple times about getting Papa Johns Pizza featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/papa-johns-pizza?claim=true"
cmh5jyeai0025nyp60tkh6jqt,"Lupe’s Mexican Cafe","Family-Friendly Upsell",,,https://www.lupesmexicancafe.com/,"🎉 Your Lupe’s Mexican Cafe Kids Deal is LIVE on eKaty!","Hi Lupe’s Mexican Cafe team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Lupe’s Mexican Cafe - Quick question","Hi Lupe’s Mexican Cafe team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""Mexican"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Lupe’s Mexican Cafe - Your spot is about to be taken","Hi Lupe’s Mexican Cafe team,

**This is my last email.**

I've reached out a couple times about getting Lupe’s Mexican Cafe featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/lupe-s-mexican-cafe?claim=true"
cmh5jyeat0027nyp6zmpabxyq,"Ilyas world famous tikki masala","Family-Friendly Upsell",,,,"🎉 Your Ilyas world famous tikki masala Kids Deal is LIVE on eKaty!","Hi Ilyas world famous tikki masala team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Ilyas world famous tikki masala - Quick question","Hi Ilyas world famous tikki masala team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Ilyas world famous tikki masala - Your spot is about to be taken","Hi Ilyas world famous tikki masala team,

**This is my last email.**

I've reached out a couple times about getting Ilyas world famous tikki masala featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/ilyas-world-famous-tikki-masala?claim=true"
cmh5jyeb8002anyp6y2shfy4p,"Grill","Family-Friendly Upsell",,,,"🎉 Your Grill Kids Deal is LIVE on eKaty!","Hi Grill team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Grill - Quick question","Hi Grill team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Grill - Your spot is about to be taken","Hi Grill team,

**This is my last email.**

I've reached out a couple times about getting Grill featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/grill?claim=true"
cmh5jyebj002cnyp685eq55g6,"Chick N Max","Family-Friendly Upsell",,,https://www.chicknmax.com/,"🎉 Your Chick N Max Kids Deal is LIVE on eKaty!","Hi Chick N Max team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Chick N Max - Quick question","Hi Chick N Max team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Chick N Max - Your spot is about to be taken","Hi Chick N Max team,

**This is my last email.**

I've reached out a couple times about getting Chick N Max featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/chick-n-max?claim=true"
cmh5jyebt002dnyp6ttdqohyi,"Playa Bowls","Family-Friendly Upsell",,(832) 451-6142,https://playabowls.com/location/fulshear-tx,"🎉 Your Playa Bowls Kids Deal is LIVE on eKaty!","Hi Playa Bowls team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Playa Bowls - Quick question","Hi Playa Bowls team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Playa Bowls - Your spot is about to be taken","Hi Playa Bowls team,

**This is my last email.**

I've reached out a couple times about getting Playa Bowls featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/playa-bowls?claim=true"
cmh5jyeck002hnyp6qumbq41p,"Chronic Fries - Fulshear, TX","Family-Friendly Upsell",,(346) 517-1234,https://www.chronicfries.fun/,"🎉 Your Chronic Fries - Fulshear, TX Kids Deal is LIVE on eKaty!","Hi Chronic Fries - Fulshear, TX team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Chronic Fries - Fulshear, TX - Quick question","Hi Chronic Fries - Fulshear, TX team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Chronic Fries - Fulshear, TX - Your spot is about to be taken","Hi Chronic Fries - Fulshear, TX team,

**This is my last email.**

I've reached out a couple times about getting Chronic Fries - Fulshear, TX featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/chronic-fries-fulshear-tx?claim=true"
cmh5jyecq002inyp6v3wyg1ye,"Green Bawarchi","Family-Friendly Upsell",,(832) 437-6358,https://greenbawarchikaty.com/,"🎉 Your Green Bawarchi Kids Deal is LIVE on eKaty!","Hi Green Bawarchi team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Green Bawarchi - Quick question","Hi Green Bawarchi team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Green Bawarchi - Your spot is about to be taken","Hi Green Bawarchi team,

**This is my last email.**

I've reached out a couple times about getting Green Bawarchi featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/green-bawarchi?claim=true"
cmh5jyed0002knyp6mv4md26t,"ESN Healthy Kitchen","Family-Friendly Upsell",,(281) 395-0827,https://www.esnhealthykitchen.com/,"🎉 Your ESN Healthy Kitchen Kids Deal is LIVE on eKaty!","Hi ESN Healthy Kitchen team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: ESN Healthy Kitchen - Quick question","Hi ESN Healthy Kitchen team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] ESN Healthy Kitchen - Your spot is about to be taken","Hi ESN Healthy Kitchen team,

**This is my last email.**

I've reached out a couple times about getting ESN Healthy Kitchen featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/esn-healthy-kitchen?claim=true"
cmh5jyed5002lnyp6odd4oim3,"Five Guys","Family-Friendly Upsell",,(346) 338-9403,https://restaurants.fiveguys.com/27123-fulshear-bend-drive,"🎉 Your Five Guys Kids Deal is LIVE on eKaty!","Hi Five Guys team,

Great news! Your kids deal is now live on eKaty.com and getting views from local families.

**This month's stats:**
• 3,500+ parents searched ""kids eat free Katy""
• 1,200+ families viewed our Kids Deals page
• Your listing is currently in the ""All Deals"" section

**But here's the opportunity you're missing:**

Featured restaurants get:
✅ **3x more clicks** (top of search results)
✅ **Priority placement** in ""Kids Eat Free"" emails (sent to 5,000+ local families)
✅ **Homepage carousel** featuring (10,000+ monthly views)
✅ **""Top Pick"" badge** that builds instant trust

**Real Results from Featured Restaurants:**
""We upgraded to Featured and saw a 40% increase in family dinner reservations within 2 weeks!"" - Russo's Pizzeria

**Upgrade to Premium Featured for $199/month:**
→ Get 3x more visibility
→ Dominate family search results
→ Limited to only 10 featured restaurants per category

**Special Offer:**
Mention code ""FAMILY50"" for 50% off your first month ($99.50)

Ready to capture more family diners?

Best,
James
eKaty.com
james@ekaty.com","Re: Five Guys - Quick question","Hi Five Guys team,

I sent you an email a few days ago about getting more visibility on eKaty.com.

**Quick question:** What's holding you back from claiming your profile?

Is it:
→ Not sure it's worth it?
→ Too busy right now?
→ Want to see proof it works?
→ Have questions about pricing?

Let me know and I'll help!

Also, here are some quick stats from this week:
• 12,450 restaurant searches on eKaty.com
• 4,200 ""kids eat free"" searches
• 2,800 ""happy hour near me"" searches
• 1,500 ""American"" searches

Your competitors are capturing these customers.

Want to grab your share?

Best,
James
eKaty.com
james@ekaty.com

P.S. - Still offering 50% off first month for quick decisions!","[FINAL] Five Guys - Your spot is about to be taken","Hi Five Guys team,

**This is my last email.**

I've reached out a couple times about getting Five Guys featured on eKaty.com.

**Here's the situation:**
• We have limited Featured spots available
• Your competitors are signing up
• The 50% off offer expires in 48 hours
• After that, full price ($99/month) or the spot goes to someone else

**Decision time:**
→ Say YES: Get featured, capture 10,000+ monthly diners, grow revenue
→ Say NO: Stay invisible while competitors win

No hard feelings either way, but I wanted to give you one last chance before offering your spot to the next restaurant on our waitlist.

**Reply ""YES"" to this email or click below to claim your spot:**

Best,
James
eKaty.com
james@ekaty.com

P.S. - Even if you're not interested in Featured, at least claim your FREE profile so you show up in search results. Takes 2 minutes:
https://ekaty.com/restaurants/five-guys?claim=true"
